"Department name","Course number","Section","Course","Professor","Status","Created On","Updated On","Ean","Author","Title","Edition","Edition flag","New copy required","Publisher","Copyright year","Binding","Required","Bookstore staff notes","Student notes","Confirmed","Shelf limit","Max Enrollment","Current Enrollment",
"HSA","3110","82164","PRINS OF HEALTH SERVICES ADMIN","STAFF","OK","2018-04-12 10:40:56","2018-04-12 10:40:56","9781284081329","LIEBLER","MANAGEMENT PRIN.F/HEALTH PROF.-W/ACCESS","7TH 17","","","JONES+BART","2017","PB","required","","","No","5","37","0",
"HSA","3110","82467","PRINS OF HEALTH SERVICES ADMIN","STAFF","OK","2018-04-12 10:41:12","2018-04-12 10:41:12","9781284081329","LIEBLER","MANAGEMENT PRIN.F/HEALTH PROF.-W/ACCESS","7TH 17","","","JONES+BART","2017","PB","required","","","No","5","37","0",
"HSA","3111","81295","US HEALTH CARE SYSTEMS","STAFF","OK","2018-04-12 10:40:00","2018-04-12 10:40:00","9781284114676","YOUNG","SULTZ+YOUNG&#039;S HEALTH CARE USA-W/ACCESS","9TH 18","","","JONES+BART","2018","PB","required","","","No","8","37","0",
"HSA","3111","81296","US HEALTH CARE SYSTEMS","STAFF","OK","2018-04-12 10:40:01","2018-04-12 10:40:01","9781284114676","YOUNG","SULTZ+YOUNG&#039;S HEALTH CARE USA-W/ACCESS","9TH 18","","","JONES+BART","2018","PB","required","","","No","8","37","0",
"HSA","3111","82468","US HEALTH CARE SYSTEMS","STAFF","OK","2018-04-12 10:41:13","2018-04-12 10:41:13","9781284114676","YOUNG","SULTZ+YOUNG&#039;S HEALTH CARE USA-W/ACCESS","9TH 18","","","JONES+BART","2018","PB","required","","","No","8","37","0",
"HSA","4191","81297","HEALTH CARE INFO SYSTEMS","STAFF","OK","2018-04-12 10:40:02","2018-04-12 10:40:02","9781567935998","GLANDON","INFORMATION SYS.F/HEALTHCARE MANAGEMENT","8TH 14","","","HLTH ADM","2014","","required","","","No","5","37","0",
"HSA","4191","82133","HEALTH CARE INFO SYSTEMS","STAFF","OK","2018-04-12 10:40:55","2018-04-12 10:40:55","9781567935998","GLANDON","INFORMATION SYS.F/HEALTHCARE MANAGEMENT","8TH 14","","","HLTH ADM","2014","","required","","","No","5","37","0",
"HSA","4340","81298","000","STAFF","OK","2018-05-29 09:17:55","2018-05-29 09:17:55","9781449688837","FALLON","HUMAN RESOURCE MGMT.IN HEALTH CARE","2ND 14","","","JONES+BART","2014","PB","required","","","No","6","37","0",
"HSA","4340","82188","000","STAFF","OK","2018-05-29 09:21:30","2018-05-29 09:21:30","9781449688837","FALLON","HUMAN RESOURCE MGMT.IN HEALTH CARE","2ND 14","","","JONES+BART","2014","PB","required","","","No","6","37","0",
"HSA","5115","81300","000","STAFF","OK","2018-05-29 09:17:57","2018-05-29 09:17:57","9781567937213","WHITE","WELL-MANAGED HEALTHCARE ORGANIZATION","8TH 16","","","HLTH ADM","2016","","required","","","No","4","26","0",
"HSA","6385","82077","PLANNING, EVAL","STAFF","OK","2018-05-29 09:20:56","2018-05-29 09:20:56","9781284112115","ISSEL","HEALTH PROGRAM PLANNING+EVAL.-W/ACCESS","4TH 17","","","JONES+BART","2017","PB","required","","","No","4","26","0",
"HSC","2106","81303","CHOOSING WELLNESS","STAFF","OK","2018-04-12 10:33:00","2018-04-12 10:33:00","9781284067293","EDLIN","HEALTH+WELLNESS-W/ACCESS","12TH 16","NE","","JONES+BART","2016","PB","required","","","No","9","40","0",
"HSC","2577","81304","NUTRI HLTH","STAFF","OK","2018-05-29 09:17:58","2018-05-29 09:17:58","9781464152887","POPE","NUTRITION FOR A CHANGING WORLD BOOK","16","","","MAC HIGHER","2016","PB","component of package","","","No","0","37","0",
"HSC","2577","81304","NUTRI HLTH","STAFF","OK","2018-05-29 09:17:58","2018-05-29 09:17:58","9781319065867","POPE","NUTRITION-W/ 2ACCESS CODES PACKAGE","16","","","MAC HIGHER","2016","PB","required","","","No","6","37","0",
"HSC","2577","81304","NUTRI HLTH","STAFF","OK","2018-05-29 09:17:58","2018-05-29 09:17:58","9781285856216","CENGAGE","DIET &amp; WELLNESS 1 TERM ACCESS CODE","17","","","CENGAGE","0","","required","","","No","6","37","0",
"HSC","2577","81304","NUTRI HLTH","STAFF","OK","2018-05-29 09:17:58","2018-05-29 09:17:58","9781319019938","POPE","NUTRITION FOR A CHANGING WORLD-ACCESS CODE","16","","","MAC HIGHER","2016","AC","component of package","","","No","0","37","0",
"HSC","2577","81304","NUTRI HLTH","STAFF","OK","2018-05-29 09:17:58","2018-05-29 09:17:58","9781319065874","POPE","Nutrition For a Changing World W/&#039;15 DIETARY GUIDES &amp; Launchpad","16","","","w.h. freeman","0","","required","","","No","6","37","0",
"HSC","2577","81305","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:00","2018-05-29 09:18:00","9781464152887","POPE","NUTRITION FOR A CHANGING WORLD BOOK","16","","","MAC HIGHER","2016","PB","component of package","","","No","0","37","0",
"HSC","2577","81305","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:00","2018-05-29 09:18:00","9781319065867","POPE","NUTRITION-W/ 2ACCESS CODES PACKAGE","16","","","MAC HIGHER","2016","PB","required","","","No","6","37","0",
"HSC","2577","81305","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:00","2018-05-29 09:18:00","9781285856216","CENGAGE","DIET &amp; WELLNESS 1 TERM ACCESS CODE","17","","","CENGAGE","0","","required","","","No","6","37","0",
"HSC","2577","81305","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:00","2018-05-29 09:18:00","9781319019938","POPE","NUTRITION FOR A CHANGING WORLD-ACCESS CODE","16","","","MAC HIGHER","2016","AC","component of package","","","No","0","37","0",
"HSC","2577","81305","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:00","2018-05-29 09:18:00","9781319065874","POPE","Nutrition For a Changing World W/&#039;15 DIETARY GUIDES &amp; Launchpad","16","","","w.h. freeman","0","","required","","","No","6","37","0",
"HSC","2577","81306","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:02","2018-05-29 09:18:02","9781464152887","POPE","NUTRITION FOR A CHANGING WORLD BOOK","16","","","MAC HIGHER","2016","PB","component of package","","","No","0","37","0",
"HSC","2577","81306","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:02","2018-05-29 09:18:02","9781319065867","POPE","NUTRITION-W/ 2ACCESS CODES PACKAGE","16","","","MAC HIGHER","2016","PB","required","","","No","6","37","0",
"HSC","2577","81306","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:02","2018-05-29 09:18:02","9781285856216","CENGAGE","DIET &amp; WELLNESS 1 TERM ACCESS CODE","17","","","CENGAGE","0","","required","","","No","6","37","0",
"HSC","2577","81306","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:02","2018-05-29 09:18:02","9781319019938","POPE","NUTRITION FOR A CHANGING WORLD-ACCESS CODE","16","","","MAC HIGHER","2016","AC","component of package","","","No","0","37","0",
"HSC","2577","81306","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:02","2018-05-29 09:18:02","9781319065874","POPE","Nutrition For a Changing World W/&#039;15 DIETARY GUIDES &amp; Launchpad","16","","","w.h. freeman","0","","required","","","No","6","37","0",
"HSC","2577","81307","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:04","2018-05-29 09:18:04","9781464152887","POPE","NUTRITION FOR A CHANGING WORLD BOOK","16","","","MAC HIGHER","2016","PB","component of package","","","No","0","37","0",
"HSC","2577","81307","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:04","2018-05-29 09:18:04","9781319065867","POPE","NUTRITION-W/ 2ACCESS CODES PACKAGE","16","","","MAC HIGHER","2016","PB","required","","","No","6","37","0",
"HSC","2577","81307","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:04","2018-05-29 09:18:04","9781285856216","CENGAGE","DIET &amp; WELLNESS 1 TERM ACCESS CODE","17","","","CENGAGE","0","","required","","","No","6","37","0",
"HSC","2577","81307","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:04","2018-05-29 09:18:04","9781319019938","POPE","NUTRITION FOR A CHANGING WORLD-ACCESS CODE","16","","","MAC HIGHER","2016","AC","component of package","","","No","0","37","0",
"HSC","2577","81307","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:04","2018-05-29 09:18:04","9781319065874","POPE","Nutrition For a Changing World W/&#039;15 DIETARY GUIDES &amp; Launchpad","16","","","w.h. freeman","0","","required","","","No","6","37","0",
"HSC","2577","81308","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:05","2018-05-29 09:18:05","9781464152887","POPE","NUTRITION FOR A CHANGING WORLD BOOK","16","","","MAC HIGHER","2016","PB","component of package","","","No","0","50","0",
"HSC","2577","81308","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:05","2018-05-29 09:18:05","9781319065867","POPE","NUTRITION-W/ 2ACCESS CODES PACKAGE","16","","","MAC HIGHER","2016","PB","required","","","No","8","50","0",
"HSC","2577","81308","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:05","2018-05-29 09:18:05","9781285856216","CENGAGE","DIET &amp; WELLNESS 1 TERM ACCESS CODE","17","","","CENGAGE","0","","required","","","No","8","50","0",
"HSC","2577","81308","NUTRI HLTH","STAFF","OK","2018-05-29 09:18:05","2018-05-29 09:18:05","9781319019938","POPE","NUTRITION FOR A CHANGING WORLD-ACCESS CODE","16","","","MAC HIGHER","2016","AC","component of package","","","No","0","50","0",
"HSC","3133","81187","HLTH &amp; HUM SEXUALITY","50 BDA","OK","2018-06-19 10:00:00","2018-06-19 10:00:00","9781305646599","CROOKS","OUR SEXUALITY (LOOSELEAF)","13TH 17","","","CENGAGE L","2017","PB","component of package","","","No","0","50","0",
"HSC","3133","81187","HLTH &amp; HUM SEXUALITY","50 BDA","OK","2018-06-19 10:00:00","2018-06-19 10:00:00","9781305674172","CROOKS","OUR SEXUALITY-MINDTAP PSYCHOLOGY ACCESS","13TH 17","","","CENGAGE L","2017","AC","component of package","","","No","0","50","0",
"HSC","3133","81187","HLTH &amp; HUM SEXUALITY","50 BDA","OK","2018-06-19 10:00:00","2018-06-19 10:00:00","9781337127813","CROOKS","OUR SEXUALITY (LL)-W/MINDLINK ACCESS PACKAGE","13TH 17","","","CENGAGE L","2017","PB","required","","DISCONTINUED THE AC FOR THIS ISBN PKG","No","5","50","0",
"HSC","3161","82025","Genetics for Health Sciences","STAFF","OK","2018-04-12 10:40:50","2018-04-12 10:40:50","9780470654477","KORF","HUMAN GENETICS+GENOMICS-W/ACCESS","4TH 13","","","WILEY","2013","PB","required","","","No","8","37","0",
"HSC","3202","81182","000","STAFF","OK","2018-05-29 09:17:47","2018-05-29 09:17:47","9781284118445","RIEGELMAN","PUBLIC HEALTH 101-W/ACCESS","3RD 19","","","JONES+BART","2019","PB","required","","","No","5","35","0",
"HSC","3202","82912","000","37 BDA","OK","2018-07-26 14:38:48","2018-07-26 14:38:48","9781284074611","RIEGELMAN","PUBLIC HEALTH 101,ENHANCED-W/ACCESS","2ND 15","OE","","JONES+BART","2015","PB","required","","","No","7","37","0",
"HSC","3202","82912","000","37 BDA","OK","2018-07-26 14:38:48","2018-07-26 14:38:48","9781284107852","FRIIS","EPIDEMIOLOGY 101-W/ACCESS","2ND 18","","","JONES+BART","2018","PB","required","","","No","7","37","0",
"HSC","3202","83518","000","STAFF","OK","2018-05-29 09:27:34","2018-05-29 09:27:34","9781284118445","RIEGELMAN","PUBLIC HEALTH 101-W/ACCESS","3RD 19","","","JONES+BART","2019","PB","required","","","No","6","37","0",
"HSC","3208","81184","HLTH ED FOUNDATION","STAFF","OK","2018-04-12 10:39:50","2018-04-12 10:39:50","9781284104943","SHARMA","THEORETICAL FOUND.OF HEALTH...-W/ACCESS","3RD 17","","","JONES+BART","2017","PB","required","","","No","7","35","0",
"HSC","3243","81309","000","STAFF","OK","2018-04-12 10:40:04","2018-07-26 15:28:53","9781622091409","MAGER","PREPARING INSTRUCTIONAL OBJECTIVES-REV.","3RD 12","","","PRIMED E-L","2012","PB","required","","","No","2","37","0",
"HSC","3243","81309","000","STAFF","OK","2018-04-12 10:40:04","2018-07-26 15:28:53","9781879618039","MAGER","PREPARING INSTRUCTIONAL OBJECT.-REV.","3RD 97","","","MAGER CONS","1997","PB","required","","","No","2","37","0",
"HSC","3243","81310","000","STAFF","OK","2018-04-12 10:40:05","2018-07-26 15:29:28","9781622091409","MAGER","PREPARING INSTRUCTIONAL OBJECTIVES-REV.","3RD 12","","","PRIMED E-L","2012","PB","required","","","No","2","37","0",
"HSC","3243","81310","000","STAFF","OK","2018-04-12 10:40:05","2018-07-26 15:29:28","9781879618039","MAGER","PREPARING INSTRUCTIONAL OBJECT.-REV.","3RD 97","","","MAGER CONS","1997","PB","required","","","No","2","37","0",
"HSC","3537","81311","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:06","2018-04-12 10:40:06","9780134495347","RICE","MEDICAL TERMINOLOGY F/HEALTH CARE...","9TH 18","","","PEARSON","2018","PB","component of package","","","No","0","50","0",
"HSC","3537","81311","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:06","2018-04-12 10:40:06","9780134746272","RICE","MEDICAL TERMINOLOGY F/HEALTH..-W/MYMED PACKAGE","9TH 18","","","PEARSON","2018","PB","required","","","No","9","50","0",
"HSC","3537","81311","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:06","2018-04-12 10:40:06","9780134482187","PEARSON","MYMEDICALTERM.LAB-F/RICE:MED.TERM...","18","","","PEARSON","2018","AC","component of package","","","No","0","50","0",
"HSC","3537","81313","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:07","2018-04-12 10:40:07","9780134495347","RICE","MEDICAL TERMINOLOGY F/HEALTH CARE...","9TH 18","","","PEARSON","2018","PB","component of package","","","No","0","50","0",
"HSC","3537","81313","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:07","2018-04-12 10:40:07","9780134746272","RICE","MEDICAL TERMINOLOGY F/HEALTH..-W/MYMED PACKAGE","9TH 18","","","PEARSON","2018","PB","required","","","No","9","50","0",
"HSC","3537","81313","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:40:07","2018-04-12 10:40:07","9780134482187","PEARSON","MYMEDICALTERM.LAB-F/RICE:MED.TERM...","18","","","PEARSON","2018","AC","component of package","","","No","0","50","0",
"HSC","3537","82470","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:14","2018-04-12 10:41:14","9780134495347","RICE","MEDICAL TERMINOLOGY F/HEALTH CARE...","9TH 18","","","PEARSON","2018","PB","component of package","","","No","0","50","0",
"HSC","3537","82470","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:14","2018-04-12 10:41:14","9780134746272","RICE","MEDICAL TERMINOLOGY F/HEALTH..-W/MYMED PACKAGE","9TH 18","","","PEARSON","2018","PB","required","","","No","9","50","0",
"HSC","3537","82470","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:14","2018-04-12 10:41:14","9780134482187","PEARSON","MYMEDICALTERM.LAB-F/RICE:MED.TERM...","18","","","PEARSON","2018","AC","component of package","","","No","0","50","0",
"HSC","3537","82471","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:15","2018-04-12 10:41:15","9780134495347","RICE","MEDICAL TERMINOLOGY F/HEALTH CARE...","9TH 18","","","PEARSON","2018","PB","component of package","","","No","0","50","0",
"HSC","3537","82471","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:15","2018-04-12 10:41:15","9780134746272","RICE","MEDICAL TERMINOLOGY F/HEALTH..-W/MYMED PACKAGE","9TH 18","","","PEARSON","2018","PB","required","","","No","9","50","0",
"HSC","3537","82471","MEDICAL TERMINOLOGY","STAFF","OK","2018-04-12 10:41:15","2018-04-12 10:41:15","9780134482187","PEARSON","MYMEDICALTERM.LAB-F/RICE:MED.TERM...","18","","","PEARSON","2018","AC","component of package","","","No","0","50","0",
"HSC","3624","81191","000","STAFF","OK","2018-05-29 09:17:48","2018-05-29 09:17:48","9781449648251","JACOBSEN","INTRO.TO GLOBAL HEALTH-TEXT","2ND 14","OE","","JONES+BART","2014","PB","required","","","No","5","35","0",
"HSC","3661C","81186","DYNAMICS OF COMMUNICATION","35 BDA","OK","2018-07-23 10:20:39","2018-07-23 10:20:39","9781506315164","DUCK","COMMUNICATION IN EVERYDAY LIFE","3RD 18","","","SAGE","2018","PB","required","","","No","6","35","0",
"HSC","4241","83082","000","STAFF","OK","2018-05-29 09:24:25","2018-05-29 09:24:25","9781284112115","ISSEL","HEALTH PROGRAM PLANNING+EVAL.-W/ACCESS","4TH 17","","","JONES+BART","2017","PB","required","","","No","4","37","0",
"HSC","4500","81315","EPIDEMIOLOGY","STAFF","OK","2018-05-29 09:18:07","2018-05-29 09:18:07","9781284094350","MERRILL","INTRODUCTION TO EPIDEMIOLOGY-W/ACCESS","7TH 17","","","JONES+BART","2017","PB","required","","","No","6","37","0",
"HSC","4500","82238","EPIDEMIOLOGY","37 BDA","OK","2018-07-23 10:25:24","2018-07-23 10:25:24","9781284107852","FRIIS","EPIDEMIOLOGY 101-W/ACCESS","2ND 18","","","JONES+BART","2018","PB","required","","","No","6","37","0",
"HSC","4500","83519","EPIDEMIOLOGY","STAFF","OK","2018-05-29 09:27:35","2018-05-29 09:27:35","9781284107852","FRIIS","EPIDEMIOLOGY 101-W/ACCESS","2ND 18","","","JONES+BART","2018","PB","required","","","No","6","37","0",
"HSC","4555","82516","DISEASE, IMPAIRMENT","STAFF","OK","2018-04-12 10:41:22","2018-04-12 10:41:22","9781284105407","FALVO","MEDICAL+PSYCHOSOC.ASPECTS OF CHRONIC...","6TH 18","","","JONES+BART","2018","","required","","","No","2","37","0",
"HSC","6715","83103","ED MEASRMT","STAFF","OK","2018-05-29 09:24:31","2018-05-29 09:24:31","9780132689663","MILLER","MEASUREMENT+ASSESSMENT IN TEACHING","11TH 13","","","PEARSON","2013","","required","","","No","4","24","0",
"HUM","1020","82624","Introduction to Humanities","STAFF","OK","2018-05-29 09:22:49","2018-05-29 09:22:49","9781476717463","MARION","WARM BODIES","12","","","S+S","2012","PB","required","","","No","5","36","0",
"HUM","1020","82624","Introduction to Humanities","STAFF","OK","2018-05-29 09:22:49","2018-05-29 09:22:49","9780307346612","BROOKS","WORLD WAR Z","06","","","PENG RAND","2006","PB","required","","","No","5","36","0",
"HUM","1020","82624","Introduction to Humanities","STAFF","OK","2018-05-29 09:22:49","2018-05-29 09:22:49","9780765357151","MATHESON","I AM LEGEND","07","","","MAC HIGHER","2007","PB","required","","","No","5","36","0",
"HUM","1020","82698","Introduction to Humanities","STAFF","OK","2018-05-29 09:23:18","2018-05-29 09:23:18","9781476717463","MARION","WARM BODIES","12","","","S+S","2012","PB","required","","","No","6","40","0",
"HUM","1020","82698","Introduction to Humanities","STAFF","OK","2018-05-29 09:23:18","2018-05-29 09:23:18","9780307346612","BROOKS","WORLD WAR Z","06","","","PENG RAND","2006","PB","required","","","No","6","40","0",
"HUM","1020","82698","Introduction to Humanities","STAFF","OK","2018-05-29 09:23:18","2018-05-29 09:23:18","9780765357151","MATHESON","I AM LEGEND","07","","","MAC HIGHER","2007","PB","required","","","No","6","40","0",
"HUM","1020","83351","Introduction to Humanities","STAFF","OK","2018-05-29 09:26:24","2018-05-29 09:26:24","9781476717463","MARION","WARM BODIES","12","","","S+S","2012","PB","required","","","No","5","35","0",
"HUM","1020","83351","Introduction to Humanities","STAFF","OK","2018-05-29 09:26:24","2018-05-29 09:26:24","9780307346612","BROOKS","WORLD WAR Z","06","","","PENG RAND","2006","PB","required","","","No","5","35","0",
"HUM","1020","83351","Introduction to Humanities","STAFF","OK","2018-05-29 09:26:24","2018-05-29 09:26:24","9780765357151","MATHESON","I AM LEGEND","07","","","MAC HIGHER","2007","PB","required","","","No","5","35","0",
"HUM","1020","83632","Introduction to Humanities","STAFF","OK","2018-08-11 11:40:28","2018-08-11 11:40:28","9780205022472","JANARO","ART OF BEING HUMAN-TEXT","10TH 12","OE","","PEARSON","2012","PB","required","","","No","4","35","0",
"HUM","1931","80349","000000","35 BDA","OK","2018-07-23 10:25:53","2018-07-23 10:25:53","9781416948070","RHODES-COURTER","THREE LITTLE WORDS","08","","","S+S","2008","PB","required","","","No","6","35","0",
"HUM","1931","80349","000000","35 BDA","OK","2018-07-23 10:25:53","2018-07-23 10:25:53","9780735222151","LEIRIS","YOU WILL NOT HAVE MY HATE","","","","PENGU","0","","required","","","No","6","35","0",
"HUM","1931","83189","000000","35 BDA","OK","2018-07-23 10:26:16","2018-07-23 10:26:16","9781259345784","SMITH","TAKING SIDES:MORAL ISSUES,EXP.","14TH 16","NE","","MCG","2016","PB","required","","","No","6","35","0",
"HUM","1931","83464","000000","STAFF","OK","2018-04-12 10:42:39","2018-04-12 10:42:39","9781935955054","BLACK","BEAUTY IS A VERB","11","","","INGRAM PUB","2011","PB","required","","","No","4","35","0",
"HUM","1931","83464","000000","STAFF","OK","2018-04-12 10:42:39","2018-04-12 10:42:39","9781590173138","FUKUOKA","ONE-STRAW REVOLUTION","09","","","PENG RAND","2009","PB","required","","","No","3","35","0",
"HUM","1931","83464","000000","STAFF","OK","2018-04-12 10:42:39","2018-04-12 10:42:39","9781604694437","BLOOM","PRACTICAL PERMACULTURE F/HOME...","15","","","WORKMAN","2015","PB","required","","","No","4","35","0",
"HUM","1931","83464","000000","STAFF","OK","2018-04-12 10:42:39","2018-04-12 10:42:39","9780062498533","THOMAS","HATE YOU GIVE","17","","","HARP PUB","2017","","required","","","No","4","35","0",
"HUM","1931","83464","000000","STAFF","OK","2018-04-12 10:42:39","2018-04-12 10:42:39","9781626723634","WANG","PRINCE &amp; THE DRESSMAKER","1","","","FIRST SECOND","0","","required","","","No","4","35","0",
"HUM","2395","80350","000","STAFF","OK","2018-05-29 09:11:13","2018-05-29 09:11:13","9781937146658","OGDEN","BAD ATMOSPHERE","1","","","RANDOM","0","","required","","","No","4","35","0",
"HUM","2395","80351","000","STAFF","OK","2018-05-29 09:11:14","2018-05-29 09:11:14","9781937146658","OGDEN","BAD ATMOSPHERE","1","","","RANDOM","0","","required","","","No","4","35","0",
"HUM","2395","80354","000","STAFF","OK","2018-05-29 09:11:15","2018-05-29 09:11:15","9781937146658","OGDEN","BAD ATMOSPHERE","1","","","RANDOM","0","","required","","","No","4","35","0",
"IDH","1930","82697","000","STAFF","OK","2018-05-29 09:23:14","2018-05-29 09:23:14","9780812980554","KIDDER","MOUNTAINS BEYOND MOUNTAINS","09","","","PENG RAND","2009","PB","required","","","No","1","6","0",
"IDH","1930","82697","000","STAFF","OK","2018-05-29 09:23:14","2018-05-29 09:23:14","9780486295831","MORE","UTOPIA","97","","","DOVER","1997","PB","required","","","No","1","6","0",
"IDH","1930","82697","000","STAFF","OK","2018-05-29 09:23:14","2018-05-29 09:23:14","9780394820378","JUSTER","PHANTOM TOLLBOOTH","(REV)96","","","PENG RAND","1996","PB","required","","","No","1","6","0",
"IDH","1930","82697","000","STAFF","OK","2018-05-29 09:23:14","2018-05-29 09:23:14","9781439153154","BOYLE","TATTOOS ON THE HEART","11","","","S+S","2011","PB","required","","","No","1","6","0",
"IDH","1930","82697","000","STAFF","OK","2018-05-29 09:23:14","2018-05-29 09:23:14","9780609804995","BERRY","GREAT WORK","99","","","PENG RAND","1999","PB","required","","","No","1","6","0",
"IDH","1930","82770","000","STAFF","OK","2018-04-12 10:41:40","2018-04-12 10:41:40","9780544716940","DOUDNA","CRACK IN CREATION","17","","","HM","2017","","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9780486110707","Sir Thomas More","Utopia","","","","Dover Publications LLC","0","ebook","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9780812980554","KIDDER","MOUNTAINS BEYOND MOUNTAINS","09","","","PENG RAND","2009","PB","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9780486295831","MORE","UTOPIA","97","","","DOVER","1997","PB","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9780394820378","JUSTER","PHANTOM TOLLBOOTH","(REV)96","","","PENG RAND","1996","PB","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9781439153154","BOYLE","TATTOOS ON THE HEART","11","","","S+S","2011","PB","required","","","No","1","6","0",
"IDH","1930","83374","000","STAFF","OK","2018-05-29 09:26:38","2018-05-29 09:26:38","9780609804995","BERRY","GREAT WORK","99","","","PENG RAND","1999","PB","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9780486110707","Sir Thomas More","Utopia","","","","Dover Publications LLC","0","ebook","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9780812980554","KIDDER","MOUNTAINS BEYOND MOUNTAINS","09","","","PENG RAND","2009","PB","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9780486295831","MORE","UTOPIA","97","","","DOVER","1997","PB","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9780394820378","JUSTER","PHANTOM TOLLBOOTH","(REV)96","","","PENG RAND","1996","PB","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9781439153154","BOYLE","TATTOOS ON THE HEART","11","","","S+S","2011","PB","required","","","No","1","6","0",
"IDH","1930","83375","000","STAFF","OK","2018-05-29 09:26:41","2018-05-29 09:26:41","9780609804995","BERRY","GREAT WORK","99","","","PENG RAND","1999","PB","required","","","No","1","6","0",
"IDH","2931","82751","000","STAFF","OK","2018-04-12 10:41:34","2018-04-12 10:41:34","9780140442014","ROUSSEAU","SOCIAL CONTRACT","68","","","PENG RAND","1968","PB","required","","","No","1","50","0",
"IDH","2931","82751","000","STAFF","OK","2018-04-12 10:41:34","2018-04-12 10:41:34","9780199858507","GOLDSTONE","REVOLUTIONS:VERY SHORT INTRO.","14","","","OXF","2014","PB","required","","","No","1","50","0",
"IDH","2931","82751","000","STAFF","OK","2018-04-12 10:41:34","2018-04-12 10:41:34","9780393938883","POPIEL","ROUSSEAU,BURKE,+REVOL.IN FRANCE,1791","2ND 15","","","NORTON","2015","PB","required","","","No","1","50","0",
"IDH","2931","82771","000","STAFF","OK","2018-05-29 09:23:33","2018-07-25 13:05:52","9781610397735","ZEISLER","WE WERE FEMINISTS ONCE","16","","","HACHETTE B","2016","PB","required","","CH","No","8","50","0",
"IDH","2931","82771","000","STAFF","OK","2018-05-29 09:23:33","2018-07-25 13:05:52","9781610395908","ZEILER","WE WERE ONCE FEMINISTS","1","","","RANDOM","0","","required","","CH","No","8","50","0",
"IDH","2931","83376","000","STAFF","OK","2018-05-29 09:26:43","2018-05-29 09:26:43","9781400077427","GILBERT","STUMBLING ON HAPPINESS","06","","","PENG RAND","2006","PB","required","","","No","4","25","0",
"IDH","2931","83376","000","STAFF","OK","2018-05-29 09:26:43","2018-05-29 09:26:43","9780465028023","HAIDT","HAPPINESS HYPOTHESIS","06","","","HACHETTE B","2006","PB","required","","","No","4","25","0",
"IDH","2931","83376","000","STAFF","OK","2018-05-29 09:26:43","2018-05-29 09:26:43","9780062449924","SCHWARTZ","PARADOX OF CHOICE:WHY MORE IS LESS","REV 17","","","HARP PUB","2017","PB","required","","","No","4","25","0",
